OBJECTID|TRIPTYPE|PROVIDERNAME|FAREAMOUNT|GRATUITYAMOUNT|SURCHARGEAMOUNT|EXTRAFAREAMOUNT|TOLLAMOUNT|TOTALAMOUNT|PAYMENTTYPE|ORIGINCITY|ORIGINSTATE|ORIGINZIP|DESTINATIONCITY|DESTINATIONSTATE|DESTINATIONZIP|MILEAGE|DURATION|ORIGIN_BLOCK_LATITUDE|ORIGIN_BLOCK_LONGITUDE|ORIGIN_BLOCKNAME|DESTINATION_BLOCK_LATITUDE|DESTINATION_BLOCK_LONGITUDE|DESTINATION_BLOCKNAME|AIRPORT|ORIGINDATETIME_TR|DESTINATIONDATETIME_TR
567|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 11:00|01/14/2015 11:00
568|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 11:00|01/14/2015 11:00
569|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 12:00|01/14/2015 12:00
570|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 12:00|01/14/2015 12:00
571|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 13:00|01/14/2015 13:00
572|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 14:00|01/14/2015 14:00
573|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 14:00|01/14/2015 14:00
574|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 14:00|01/14/2015 14:00
575|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 19:00|01/14/2015 19:00
576|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 15:00|01/14/2015 15:00
577|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 15:00|01/14/2015 15:00
578|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 16:00|01/14/2015 16:00
579|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 16:00|01/14/2015 16:00
580|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 17:00|01/14/2015 17:00
581|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 18:00|01/14/2015 18:00
582|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 21:00|01/14/2015 21:00
583|3|Yellow Cab|19.72|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|Washington|DC|20019|NULL|NULL|||||||N|01/12/2015 17:00|01/12/2015 18:00
584|3|Yellow Cab|12.25|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20019|NULL|NULL|||||||N|01/12/2015 19:00|01/12/2015 20:00
585|3|Yellow Cab|24.40|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|NULL|NULL|00000|NULL|NULL|||||||N|01/12/2015 20:00|01/12/2015 20:00
586|3|Yellow Cab|23.86|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20001|NULL|NULL|||||||N|01/13/2015 05:00|01/13/2015 05:00
587|3|Yellow Cab|9.01|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|NULL|NULL|00000|NULL|NULL|||||||N|01/13/2015 11:00|01/13/2015 12:00
588|3|Yellow Cab|7.49|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20020|Washington|DC|20020|NULL|NULL|||||||N|01/13/2015 15:00|01/13/2015 15:00
589|3|Yellow Cab|40.33|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/13/2015 16:00|01/13/2015 17:00
590|3|Yellow Cab|9.47|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20032|Washington|DC|20019|NULL|NULL|||||||N|01/13/2015 16:00|01/13/2015 16:00
591|3|Yellow Cab|8.39|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20032|NULL|NULL|||||||N|01/13/2015 23:00|01/13/2015 23:00
592|3|Yellow Cab|31.96|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20020|Washington|DC|20010|NULL|NULL|||||||N|01/13/2015 08:00|01/13/2015 08:00
593|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 14:00|01/15/2015 14:00
594|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 16:00|01/15/2015 16:00
595|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 15:00|01/15/2015 15:00
596|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 15:00|01/15/2015 15:00
597|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 10:00|01/19/2015 10:00
598|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 10:00|01/19/2015 10:00
599|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 13:00|01/19/2015 13:00
600|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 12:00|01/19/2015 12:00
601|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 12:00|01/19/2015 12:00
602|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 13:00|01/19/2015 13:00
603|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 14:00|01/19/2015 14:00
604|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 19:00|01/19/2015 19:00
605|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 14:00|01/19/2015 14:00
606|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 14:00|01/19/2015 14:00
607|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 08:00|01/29/2015 08:00
608|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 05:00|01/29/2015 05:00
609|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 10:00|01/29/2015 10:00
610|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 05:00|01/29/2015 05:00
611|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 06:00|01/29/2015 06:00
612|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 07:00|01/29/2015 07:00
613|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 09:00|01/29/2015 09:00
614|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 07:00|01/29/2015 07:00
615|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 08:00|01/29/2015 08:00
616|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 10:00|01/29/2015 10:00
617|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 08:00|01/29/2015 08:00
618|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 08:00|01/29/2015 08:00
619|3|Yellow Cab|10.63|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20003|Washington|DC|20002|NULL|NULL|||||||N|01/16/2015 10:00|01/16/2015 11:00
620|3|Yellow Cab|14.46|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/16/2015 11:00|01/16/2015 11:00
621|3|Yellow Cab|10.90|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|Washington|DC|20003|NULL|NULL|||||||N|01/16/2015 15:00|01/16/2015 15:00
622|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 09:00|01/21/2015 09:00
623|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 09:00|01/21/2015 09:00
624|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 09:00|01/21/2015 09:00
625|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 03:00|01/21/2015 03:00
626|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 10:00|01/21/2015 10:00
627|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 05:00|01/21/2015 05:00
628|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 06:00|01/21/2015 06:00
629|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 05:00|01/21/2015 05:00
630|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 06:00|01/21/2015 06:00
631|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 05:00|01/21/2015 05:00
632|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 07:00|01/21/2015 07:00
633|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 08:00|01/21/2015 08:00
634|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 11:00|01/21/2015 11:00
635|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 09:00|01/21/2015 09:00
636|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 09:00|01/21/2015 09:00
637|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 10:00|01/21/2015 10:00
638|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 10:00|01/21/2015 10:00
639|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 13:00|01/21/2015 13:00
640|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 11:00|01/21/2015 11:00
641|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 11:00|01/21/2015 11:00
642|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 15:00|01/21/2015 15:00
643|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 11:00|01/21/2015 11:00
644|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 11:00|01/21/2015 11:00
645|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 12:00|01/21/2015 12:00
646|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 13:00|01/21/2015 13:00
647|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 13:00|01/21/2015 13:00
648|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 13:00|01/21/2015 13:00
649|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 13:00|01/21/2015 13:00
650|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 13:00|01/21/2015 13:00
651|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 13:00|01/21/2015 13:00
652|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 13:00|01/21/2015 13:00
653|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 13:00|01/21/2015 13:00
654|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 14:00|01/21/2015 14:00
655|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 14:00|01/21/2015 14:00
656|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 19:00|01/19/2015 19:00
657|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 15:00|01/19/2015 15:00
658|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 16:00|01/19/2015 16:00
659|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 06:00|01/20/2015 06:00
660|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 09:00|01/20/2015 09:00
661|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 15:00|01/20/2015 15:00
662|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/20/2015 19:00|01/20/2015 19:00
663|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 09:00|01/29/2015 09:00
664|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 09:00|01/29/2015 09:00
665|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 12:00|01/29/2015 12:00
666|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 10:00|01/29/2015 10:00
667|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 11:00|01/29/2015 11:00
668|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 12:00|01/29/2015 12:00
669|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 15:00|01/29/2015 15:00
670|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 14:00|01/29/2015 14:00
671|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 14:00|01/29/2015 14:00
672|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 16:00|01/29/2015 16:00
673|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/29/2015 15:00|01/29/2015 15:00
674|3|Yellow Cab|19.81|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 11:00|01/19/2015 11:00
675|3|Yellow Cab|13.06|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 12:00|01/19/2015 12:00
676|3|Yellow Cab|25.37|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20012|Washington|DC|20002|NULL|NULL|||||||N|01/19/2015 13:00|01/19/2015 14:00
677|3|Yellow Cab|17.38|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20018|NULL|NULL|||||||N|01/19/2015 13:00|01/19/2015 14:00
678|3|Yellow Cab|20.68|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|Washington|DC|20017|NULL|NULL|||||||N|01/19/2015 13:00|01/19/2015 14:00
679|3|Yellow Cab|33.31|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20012|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 15:00|01/19/2015 15:00
680|3|Yellow Cab|16.57|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20017|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 15:00|01/19/2015 15:00
681|3|Yellow Cab|18.46|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|Washington|DC|20019|NULL|NULL|||||||N|01/19/2015 18:00|01/19/2015 19:00
682|3|Yellow Cab|10.63|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|Washington|DC|20018|NULL|NULL|||||||N|01/19/2015 05:00|01/19/2015 05:00
683|3|Yellow Cab|8.74|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/16/2015 05:00|01/19/2015 05:00
684|3|Yellow Cab|18.19|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20017|NULL|NULL|00000|NULL|NULL|||||||N|01/14/2015 11:00|01/14/2015 11:00
685|3|Yellow Cab|10.59|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|Washington|DC|20003|NULL|NULL|||||||N|01/14/2015 14:00|01/14/2015 15:00
686|3|Yellow Cab|11.90|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|Washington|DC|20020|NULL|NULL|||||||N|01/14/2015 15:00|01/14/2015 15:00
687|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 14:00|01/15/2015 14:00
688|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 09:00|01/15/2015 09:00
689|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 08:00|01/15/2015 08:00
690|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 08:00|01/15/2015 08:00
691|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 14:00|01/15/2015 14:00
692|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 18:00|01/15/2015 18:00
693|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 05:00|01/15/2015 05:00
694|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 05:00|01/15/2015 05:00
695|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 06:00|01/15/2015 06:00
696|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 09:00|01/15/2015 09:00
697|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 08:00|01/15/2015 08:00
698|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 08:00|01/15/2015 08:00
699|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 08:00|01/15/2015 08:00
700|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 09:00|01/15/2015 09:00
701|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 09:00|01/15/2015 09:00
702|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 13:00|01/15/2015 13:00
703|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 12:00|01/15/2015 12:00
704|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 10:00|01/15/2015 10:00
705|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 11:00|01/15/2015 11:00
706|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 14:00|01/15/2015 14:00
707|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 12:00|01/15/2015 12:00
708|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 14:00|01/15/2015 14:00
709|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/15/2015 14:00|01/15/2015 14:00
710|3|Yellow Cab|15.49|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/12/2015 10:00|01/12/2015 11:00
711|3|Yellow Cab|25.40|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20017|Washington|DC|20017|NULL|NULL|||||||N|01/12/2015 14:00|01/12/2015 14:00
712|3|Yellow Cab|11.63|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|Washington|DC|20003|NULL|NULL|||||||N|01/12/2015 15:00|01/12/2015 15:00
713|3|Yellow Cab|11.98|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|Washington|DC|20020|NULL|NULL|||||||N|01/12/2015 16:00|01/12/2015 16:00
714|3|Yellow Cab|11.98|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20010|NULL|NULL|||||||N|01/12/2015 04:00|01/12/2015 05:00
715|3|Yellow Cab|11.44|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/12/2015 04:00|01/12/2015 05:00
